,coords,label
587,"[ 0.80537009  0.71663094 -0.00000018  0.82618123  0.57993543 -0.06073761
  0.78347343  0.43829477 -0.06835218  0.69893861  0.33848673 -0.07326408
  0.65942377  0.25052941 -0.07379448  0.71690845  0.37021542  0.01056825
  0.6222831   0.2664482  -0.03069051  0.53427589  0.21461466 -0.05695267
  0.46426523  0.18051381 -0.07214674  0.66463375  0.43721482  0.01973073
  0.57705432  0.36776415 -0.05945631  0.62953436  0.44080886 -0.08793864
  0.68749386  0.49522412 -0.080345    0.62611479  0.51471865  0.01813122
  0.56189209  0.48192421 -0.07123623  0.64236665  0.55618483 -0.07036358
  0.70413494  0.59419757 -0.03833422  0.59574604  0.59768122  0.01214372
  0.54316837  0.56539929 -0.04876859  0.60739529  0.61378491 -0.04214868
  0.65856421  0.63510013 -0.01743645]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 1.]"
588,"[ 0.49700534  0.91332018  0.00000086  0.64858633  0.87345076 -0.07256746
  0.7580964   0.76647151 -0.09647284  0.7215414   0.65040863 -0.11139029
  0.62195885  0.63133645 -0.12797242  0.6499902   0.55914873 -0.05793548
  0.64830863  0.39517289 -0.09638388  0.64507371  0.29118249 -0.13262875
  0.6434747   0.20066676 -0.16047183  0.56928599  0.53512311 -0.05203511
  0.56668264  0.35430157 -0.09047835  0.568452    0.22832608 -0.13363424
  0.56831288  0.12596056 -0.16367449  0.49841458  0.54407156 -0.05254352
  0.48786265  0.37381226 -0.09051217  0.49507225  0.25688541 -0.13166302
  0.49984312  0.16194171 -0.15734969  0.4217127   0.58222103 -0.05924452
  0.41575736  0.44577077 -0.094203    0.4224745   0.35859919 -0.11633595
  0.42905757  0.28190535 -0.12981597]","[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
589,"[ 0.49281105  0.85982704  0.00000083  0.62980455  0.79121602 -0.08607777
  0.71187061  0.66422224 -0.09892482  0.6932947   0.54157752 -0.10408732
  0.66917956  0.43625829 -0.10035443  0.7254138   0.54640996 -0.02127762
  0.74040413  0.3711943  -0.06520702  0.73526061  0.26058304 -0.09180056
  0.72736335  0.16549125 -0.1071986   0.63402706  0.53174686 -0.01571898
  0.64161462  0.32865596 -0.08263563  0.65041298  0.20767024 -0.12839475
  0.65492475  0.09562436 -0.14514643  0.54135299  0.56067103 -0.02237916
  0.51618612  0.4946861  -0.13230275  0.52671969  0.61110264 -0.15758722
  0.54669011  0.65701246 -0.13845739  0.44754234  0.60427439 -0.03404093
  0.44298896  0.55392241 -0.11890893  0.46105933  0.6401273  -0.12366212
  0.48237565  0.67004853 -0.10652974]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.
 0. 0. 0.]"
590,"[ 0.57959741  0.76949131 -0.00000066  0.69590694  0.67484224 -0.07464785
  0.77269709  0.51853096 -0.09620925  0.71022761  0.39163095 -0.11537008
  0.59362769  0.37236619 -0.12313225  0.75312024  0.35680419  0.00179578
  0.75545126  0.19052124 -0.05559632  0.71233469  0.25914356 -0.10049446
  0.69366193  0.34910691 -0.12149676  0.64627326  0.34660369  0.01221438
  0.62132263  0.18012334 -0.0489784   0.5991056   0.27479231 -0.08980365
  0.60693848  0.36263916 -0.09914009  0.55354452  0.36166272  0.00917888
  0.51499921  0.2198014  -0.04617144  0.52179992  0.30013824 -0.06528302
  0.5415417   0.3901141  -0.05906826  0.46661717  0.39977291 -0.00121226
  0.43137115  0.29128903 -0.03407843  0.44897333  0.32486019 -0.03523397
  0.47792888  0.3925893  -0.02360609]","[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
591,"[ 0.48508525  0.86837828 -0.00000085  0.63183367  0.7795639  -0.08658931
  0.67896998  0.58176082 -0.12181624  0.56152457  0.42117506 -0.15060462
  0.46515578  0.31035313 -0.16522248  0.69141591  0.4554823  -0.02668378
  0.74045575  0.35436332 -0.1385828   0.71648502  0.47285098 -0.20601346
  0.67981863  0.58822751 -0.22903231  0.57023835  0.45398659 -0.02296649
  0.6214512   0.2979286  -0.13173066  0.62060922  0.43020135 -0.16660032
  0.61041254  0.54766095 -0.1563592   0.44874647  0.47999421 -0.03817142
  0.47659308  0.3811847  -0.15880784  0.51578856  0.53932858 -0.15395416
  0.53019631  0.64204347 -0.11050006  0.32694814  0.53198844 -0.0580576
  0.38122827  0.45659465 -0.14028828  0.43358153  0.57272971 -0.1218174
  0.45336542  0.64627916 -0.082352  ]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
592,"[ 0.49187493  0.77917743 -0.00000035  0.61393803  0.69735485 -0.0700323
  0.68885416  0.54851252 -0.09000744  0.63427883  0.41386515 -0.10812671
  0.52283186  0.37718526 -0.11562647  0.67913365  0.37388879  0.00865488
  0.68986243  0.20555843 -0.04155637  0.66200072  0.25144601 -0.08394886
  0.64401007  0.33761752 -0.10310173  0.57210153  0.35319349  0.02191718
  0.55035907  0.1892357  -0.02966971  0.53708738  0.27656263 -0.06556369
  0.54337305  0.36537629 -0.07334141  0.48184049  0.36571649  0.02193467
  0.45001215  0.22241795 -0.02134683  0.45885408  0.29715198 -0.03826545
  0.47266805  0.38572648 -0.0334659   0.39787567  0.4044998   0.01435921
  0.36706764  0.29109371 -0.00842729  0.38212776  0.32193053 -0.00843133
  0.40654373  0.39046788  0.00180748]","[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
593,"[ 0.85969126  0.62468171 -0.00000117  0.86473322  0.46547335 -0.03551198
  0.75597787  0.27776796 -0.03141595  0.64572769  0.17320968 -0.03520802
  0.53804481  0.14076546 -0.02972421  0.58513623  0.29849312  0.01775751
  0.52718365  0.22555208 -0.04514318  0.63430154  0.28481159 -0.0635898
  0.70044792  0.34340256 -0.05054591  0.55140239  0.37190971  0.00993404
  0.49828827  0.28973219 -0.07887392  0.63201457  0.36099666 -0.10536194
  0.70535046  0.4272548  -0.09013709  0.52155375  0.45448214 -0.01102696
  0.47527751  0.38030154 -0.10813382  0.61662126  0.44816363 -0.1119459
  0.70060289  0.50915557 -0.07457267  0.49383932  0.54408187 -0.03328797
  0.37480581  0.44347605 -0.07965943  0.3163017   0.36892229 -0.08208636
  0.25428852  0.29997995 -0.0667651 ]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
594,"[ 0.61508763  0.84792858  0.00000006  0.69469088  0.76242769 -0.09991625
  0.71912795  0.66027498 -0.15006734  0.64685088  0.59858298 -0.19104773
  0.55949181  0.55516481 -0.22807679  0.71456116  0.44118702 -0.0777927
  0.70872933  0.28284985 -0.13563307  0.69678915  0.17958707 -0.17737955
  0.68603826  0.0929006  -0.20865107  0.6161716   0.46177134 -0.06790294
  0.57999456  0.35234118 -0.15273984  0.59415138  0.46733019 -0.18328932
  0.61921895  0.53944921 -0.1854876   0.52861005  0.50617719 -0.06916276
  0.4964      0.42456484 -0.15286136  0.5307864   0.52914357 -0.1529471
  0.55809414  0.59220827 -0.13356094  0.45630023  0.57216007 -0.07962697
  0.43182909  0.51403618 -0.13828704  0.47263303  0.57844746 -0.13240476
  0.50459296  0.62232798 -0.11542279]","[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
595,"[ 0.65622634  0.67841816  0.00000023  0.70339656  0.63430607 -0.15160356
  0.66010702  0.58524764 -0.24966657  0.54666138  0.57208186 -0.3320429
  0.43604094  0.5570904  -0.40112835  0.61811215  0.31874445 -0.16928744
  0.56495702  0.15872478 -0.27699381  0.46462345  0.13422857 -0.31033725
  0.3818385   0.18481719 -0.31322461  0.52221781  0.3730053  -0.13744806
  0.38700718  0.37341028 -0.23913862  0.45578888  0.49175012 -0.2261143
  0.54604465  0.5036093  -0.18903911  0.45488906  0.4484646  -0.12603769
  0.36667168  0.49793369 -0.22755705  0.45682856  0.5720672  -0.19248874
  0.53331554  0.5465194  -0.14379656  0.40696996  0.52500284 -0.12862141
  0.36271417  0.57569301 -0.20244446  0.44240397  0.62988102 -0.18107039
  0.51382917  0.61773419 -0.14299095]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 1. 0. 0.]"
596,"[ 0.6940347   0.49021032 -0.00000071  0.75579727  0.45401251 -0.17835422
  0.73407358  0.44258502 -0.32779813  0.69121802  0.45110852 -0.45274115
  0.65515482  0.46235612 -0.57262969  0.51535481  0.52727598 -0.3725386
  0.59921592  0.60442078 -0.5450843   0.694956    0.59261578 -0.63195872
  0.72196233  0.56671995 -0.67848939  0.50694025  0.63043797 -0.34588268
  0.63155359  0.73099995 -0.5190686   0.75602102  0.70723945 -0.56144774
  0.7823239   0.64879704 -0.57804555  0.53766549  0.72691143 -0.32856509
  0.64994109  0.82769024 -0.47419113  0.76446545  0.79395252 -0.48560065
  0.792606    0.72145063 -0.47605851  0.5955959   0.81863016 -0.32379758
  0.65942514  0.91648406 -0.4300434   0.73602772  0.91823471 -0.4538987
  0.76366818  0.86809665 -0.45851788]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 1.]"
597,"[ 0.46892196  0.98259342  0.00000022  0.6181075   0.93004572 -0.06785639
  0.72828335  0.80957675 -0.0951282   0.70405936  0.67528051 -0.12054023
  0.63780981  0.59351873 -0.14108714  0.63009828  0.60423982 -0.0166515
  0.63907033  0.45367533 -0.08948714  0.62198591  0.45652467 -0.15171884
  0.59952909  0.49757868 -0.18095167  0.54579377  0.58299977 -0.01401461
  0.55303895  0.39202365 -0.05098118  0.55591124  0.27629831 -0.08839828
  0.56119627  0.18297046 -0.11227088  0.47559035  0.59420985 -0.0273395
  0.47540799  0.42150077 -0.06423198  0.47833622  0.30846548 -0.092157
  0.48592803  0.21283498 -0.1068313   0.40037686  0.63585305 -0.04910766
  0.40186629  0.50073957 -0.07608818  0.40733701  0.41481933 -0.08392745
  0.41443753  0.3348254  -0.08575057]","[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
598,"[ 0.77509892  0.75751442  0.00000056  0.74758685  0.58117688 -0.13578245
  0.64636612  0.46345192 -0.17920139  0.52246827  0.42241731 -0.2079756
  0.40674025  0.4153336  -0.22297823  0.48096821  0.49585962 -0.03235003
  0.32384109  0.5002926  -0.11406267  0.22562319  0.49660087 -0.16106373
  0.13235596  0.48546103 -0.18690529  0.47264484  0.60705197 -0.00669114
  0.35021526  0.61391258 -0.13446739  0.48315978  0.62970877 -0.17319761
  0.55030322  0.61717689 -0.16102722  0.48105234  0.70139456 -0.00549286
  0.3762677   0.71833348 -0.1480737   0.51403993  0.71870762 -0.15640354
  0.55996567  0.69035083 -0.11927042  0.49068257  0.78494525 -0.01576047
  0.43018201  0.79315591 -0.1198538   0.52582514  0.7920382  -0.13154189
  0.56681478  0.76836234 -0.11311826]","[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
599,"[ 0.46536279  0.90852189  0.00000019  0.61561084  0.85969537 -0.05077329
  0.70752007  0.71043712 -0.05809366  0.70635754  0.57266414 -0.06460757
  0.61344719  0.51398575 -0.06740812  0.678303    0.53824294  0.00160093
  0.69525903  0.40502474 -0.05296622  0.66936803  0.41958237 -0.10402812
  0.64288586  0.46301636 -0.12976986  0.59187734  0.49735335  0.00025868
  0.60059839  0.31008837 -0.02582681  0.59728152  0.18896848 -0.06047415
  0.59094429  0.09132892 -0.08396001  0.5050109   0.49959701 -0.01477066
  0.5025509   0.32074213 -0.04809258  0.50410324  0.20765099 -0.08379833
  0.50225431  0.11254558 -0.1050058   0.41083008  0.53129327 -0.03515308
  0.41213936  0.3893894  -0.06225201  0.4153406   0.3010233  -0.07587536
  0.42020589  0.22359067 -0.0834297 ]","[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
600,"[ 0.57579637  0.85088742  0.00000203  0.69480991  0.81983262 -0.10667539
  0.73285025  0.6920839  -0.15971334  0.65017372  0.58403432 -0.199595
  0.54595816  0.52827996 -0.23662035  0.68708229  0.55855435 -0.13711745
  0.68167841  0.3781949  -0.22130425  0.68137139  0.26724347 -0.26609108
  0.6884324   0.16951585 -0.2901729   0.58514446  0.56391215 -0.13150424
  0.55232787  0.37238514 -0.24387401  0.54024911  0.24337211 -0.30005226
  0.53268158  0.13658142 -0.31801695  0.50174636  0.60690868 -0.13118485
  0.44917524  0.53644031 -0.27452981  0.50690627  0.66161543 -0.28155121
  0.5570311   0.7452153  -0.24140485  0.4386884   0.67507327 -0.13535531
  0.40471008  0.64181346 -0.248927    0.4608196   0.73053426 -0.2426146
  0.50360245  0.78790164 -0.20681463]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
 0. 0. 0.]"
601,"[ 0.84559834  0.46749711 -0.00000023  0.7637102   0.54051864 -0.175137
  0.64023215  0.60198361 -0.22565009  0.54318529  0.66378272 -0.23147547
  0.45094258  0.72492266 -0.22486334  0.54850549  0.36962956 -0.15922356
  0.43979144  0.49593845 -0.18537976  0.39705026  0.57721972 -0.19441226
  0.35022563  0.62219006 -0.19550991  0.55511534  0.36696136 -0.05969595
  0.46932986  0.51047879 -0.10480423  0.5448485   0.54974252 -0.1117084
  0.59899771  0.52183533 -0.09984903  0.56051391  0.39275455  0.02937888
  0.48524079  0.509817   -0.02358915  0.55204546  0.53957409 -0.04672742
  0.58729982  0.51030266 -0.04251202  0.54545629  0.41622907  0.10937341
  0.48669142  0.48493636  0.07302622  0.52469522  0.50279409  0.05340331
  0.56059247  0.47634679  0.05223899]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
602,"[ 0.41249231  0.92465591  0.00000028  0.51017183  0.88158643 -0.11088506
  0.60193139  0.79836452 -0.18186662  0.72005886  0.75248706 -0.24536885
  0.8212173   0.7414096  -0.30218422  0.54592031  0.57098103 -0.1091933
  0.53947759  0.40936863 -0.18920605  0.5262199   0.30161077 -0.22200795
  0.51530123  0.21014261 -0.24081425  0.44869587  0.58363104 -0.088627
  0.38828516  0.52963531 -0.18113406  0.40592799  0.67532444 -0.16615902
  0.45331091  0.7012161  -0.13596177  0.36025858  0.60484684 -0.08432937
  0.29681695  0.55283284 -0.17778011  0.33160186  0.67567348 -0.12747423
  0.37826765  0.70691895 -0.07372135  0.27636939  0.6319676  -0.09213329
  0.20949218  0.57948387 -0.15950745  0.24332911  0.66957885 -0.13390274
  0.28985703  0.71311694 -0.09891701]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
603,"[ 0.79378378  0.62627125  0.00000005  0.77523577  0.48273665 -0.08694255
  0.66694915  0.34860647 -0.12038914  0.54420877  0.28801638 -0.1434768
  0.46354717  0.33895469 -0.1677642   0.50473595  0.39119953 -0.08313993
  0.34182677  0.36887121 -0.14617561  0.23812351  0.37470478 -0.18872805
  0.14827114  0.38421229 -0.21587011  0.49593848  0.48547807 -0.06821216
  0.4005819   0.49087355 -0.17624241  0.52077317  0.50792819 -0.20907968
  0.62450087  0.5114705  -0.20310889  0.50008035  0.58288097 -0.06107825
  0.42481989  0.59450978 -0.16795231  0.55331218  0.59780765 -0.16045898
  0.65057135  0.59352583 -0.12333153  0.5121792   0.6738596  -0.05929518
  0.44203201  0.68765175 -0.13671546  0.54210317  0.67427528 -0.12412664
  0.62502301  0.66162825 -0.09165972]","[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
604,"[ 0.50124675  0.71080768 -0.00000048  0.63495499  0.68095315 -0.13043407
  0.74627638  0.49484172 -0.17988963  0.72870129  0.30321249 -0.21257308
  0.7169717   0.13755837 -0.22964187  0.71032685  0.31262478 -0.0713916
  0.76685166  0.23024029 -0.19633017  0.75972432  0.33345115 -0.25349101
  0.72696745  0.41935036 -0.26727816  0.56925797  0.28952336 -0.04563016
  0.60406667  0.19485773 -0.17240033  0.60364699  0.39071554 -0.19560896
  0.58641291  0.48702204 -0.17686477  0.43194598  0.30282596 -0.04312871
  0.45421559  0.23890871 -0.18424667  0.48326299  0.43573719 -0.15721671
  0.4783456   0.52639675 -0.09905639  0.28621951  0.34154111 -0.04855226
  0.3203243   0.29261908 -0.14947346  0.36195594  0.43033829 -0.12800081
  0.36926645  0.49123186 -0.08364422]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
 0. 0. 0.]"
605,"[ 0.71188211  0.77479941 -0.00000098  0.63742977  0.75925839 -0.1672729
  0.55044764  0.6725899  -0.19641781  0.45790279  0.59771764 -0.18485878
  0.38854226  0.52701473 -0.14501363  0.6435349   0.42056945 -0.1091038
  0.6030041   0.25229937 -0.18465954  0.49778122  0.2393588  -0.21215901
  0.42126453  0.27436614 -0.21089591  0.61144227  0.45130125 -0.03306078
  0.45445892  0.45858988 -0.10043454  0.47158387  0.56555176 -0.0967351
  0.55011386  0.57897639 -0.0711854   0.56997573  0.49015701  0.01823808
  0.43933189  0.50623178 -0.06660542  0.479619    0.59392309 -0.0695918
  0.54303128  0.57576394 -0.04447481  0.53674704  0.52621984  0.05597525
  0.43882135  0.54124212 -0.0159665   0.46794572  0.6063922  -0.02566134
  0.51893544  0.62259138 -0.00790811]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 1. 0. 0.]"
606,"[ 0.83536392  0.61545956 -0.00000126  0.84173     0.44734746 -0.0196637
  0.72741437  0.26157236 -0.00954489  0.61858582  0.15834382 -0.01031108
  0.51487356  0.13761878 -0.00470957  0.56718391  0.28932181  0.03159435
  0.52205485  0.2171634  -0.03457826  0.62252176  0.28291392 -0.06236702
  0.69040966  0.34969765 -0.0560484   0.53285658  0.3636865   0.01582242
  0.48068511  0.27798796 -0.07667292  0.61118156  0.35335997 -0.10783937
  0.69684601  0.42690593 -0.09396401  0.50227308  0.44614714 -0.01250229
  0.4656845   0.37631598 -0.10550433  0.60052991  0.43972936 -0.11237203
  0.68921512  0.49922097 -0.07736517  0.47526237  0.53604984 -0.0413529
  0.35534909  0.43338272 -0.08195239  0.29335523  0.3594321  -0.08386379
  0.23358771  0.2924453  -0.06940853]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
607,"[ 0.36730266  0.86926198  0.00000035  0.49571997  0.84358037 -0.09946731
  0.61903346  0.75326395 -0.16178896  0.73736525  0.69146472 -0.21744497
  0.84472787  0.67811131 -0.26740444  0.55669487  0.51816612 -0.09223216
  0.54669166  0.36563852 -0.16964288  0.53078192  0.26247799 -0.20188782
  0.51815724  0.16553092 -0.22102168  0.4612388   0.50208193 -0.07594522
  0.41579187  0.48613527 -0.16148645  0.42364916  0.63801336 -0.14482847
  0.45754766  0.66150856 -0.11317205  0.36275211  0.50764304 -0.07602821
  0.31936359  0.52230346 -0.16431448  0.34155664  0.64889681 -0.11966605
  0.37946594  0.6647175  -0.07024357  0.26625174  0.52741468 -0.08692383
  0.22953582  0.53782982 -0.14351772  0.25602648  0.64178854 -0.11582728
  0.29077321  0.67159784 -0.08073756]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
608,"[ 0.57165509  0.92188644  0.00000141  0.69637096  0.84671211 -0.08738767
  0.75561094  0.69205832 -0.1053599   0.67044502  0.56226218 -0.10828599
  0.57068932  0.50918657 -0.11091559  0.67365336  0.53174531 -0.05486472
  0.70306671  0.35688066 -0.08353598  0.7270698   0.24486394 -0.10730094
  0.75120109  0.15804878 -0.12420496  0.57843763  0.52476448 -0.03665711
  0.57873833  0.34465295 -0.057049    0.58566636  0.22501871 -0.08336365
  0.59924501  0.14339721 -0.10016388  0.5023191   0.55794334 -0.02848253
  0.46449342  0.38565862 -0.07491279  0.44799933  0.26980144 -0.12912107
  0.4418495   0.19111627 -0.16229014  0.43033224  0.62508994 -0.02533381
  0.39753151  0.53521144 -0.08459618  0.40506005  0.54142874 -0.11321184
  0.41374797  0.57520258 -0.12616795]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0.]"
609,"[ 0.82928163  0.74425954 -0.00000095  0.84421241  0.59344202 -0.0558122
  0.74129933  0.43550089 -0.06940854  0.61344874  0.4316794  -0.08159283
  0.56676966  0.54540414 -0.07926718  0.5447945   0.40755653 -0.01040114
  0.44906223  0.32490382 -0.07527456  0.55670685  0.37890959 -0.10401067
  0.61306077  0.43272364 -0.10689451  0.49114713  0.49184594 -0.01479296
  0.37848845  0.4196032  -0.09219126  0.51470578  0.46258599 -0.11694049
  0.57577896  0.50294763 -0.10815419  0.46088827  0.58842456 -0.03299487
  0.37635934  0.5411427  -0.10681643  0.50843209  0.55615366 -0.11375755
  0.57940662  0.58283997 -0.09128826  0.44161624  0.6900993  -0.05572341
  0.29680234  0.64164114 -0.0890829   0.21759576  0.59294569 -0.09575102
  0.12693521  0.55127323 -0.09152279]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
610,"[ 0.78629094  0.74973249 -0.00000044  0.82249731  0.61319655 -0.08917275
  0.71221852  0.46319985 -0.12320127  0.58293295  0.38168377 -0.1499014
  0.48805386  0.33359897 -0.17057805  0.50248611  0.47093529 -0.08272708
  0.32572868  0.42820096 -0.15518022  0.22303468  0.41129589 -0.17901546
  0.1198808   0.40475097 -0.19295767  0.47215992  0.57644439 -0.07227859
  0.46706992  0.54038078 -0.17184456  0.61526978  0.57301456 -0.16618896
  0.62065125  0.59037459 -0.13953993  0.47448242  0.67849106 -0.07628322
  0.49790871  0.64788496 -0.1863541   0.63030958  0.6601423  -0.15201597
  0.62172705  0.66909629 -0.10610455  0.48994216  0.78202313 -0.08800927
  0.53502607  0.75070977 -0.16308752  0.63919353  0.74528915 -0.14562233
  0.63999873  0.75252783 -0.11769351]","[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
611,"[ 0.52964723  0.85498261  0.00000083  0.66632867  0.78383666 -0.09109272
  0.76441193  0.6547026  -0.10540444  0.7498368   0.52818739 -0.11097909
  0.71891528  0.42720228 -0.10721427  0.76997936  0.53109515 -0.03046353
  0.78544635  0.3557221  -0.0794704   0.78336149  0.2459361  -0.10759926
  0.77788919  0.1489445  -0.1228714   0.67910928  0.51635945 -0.02347788
  0.69108671  0.30937767 -0.08991589  0.70125043  0.18999887 -0.1320527
  0.70735735  0.07501936 -0.14576446  0.58697033  0.54389352 -0.02962735
  0.55855602  0.47335514 -0.13992934  0.57108837  0.59333539 -0.16294371
  0.59336287  0.64056307 -0.14153051  0.49286088  0.58574212 -0.04145124
  0.48160785  0.53706455 -0.12412272  0.50184965  0.62341642 -0.12667853
  0.52400577  0.65346837 -0.10781649]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.
 0. 0. 0.]"
